algorithm,alpha,rho,seed,total_reward,regret,competitive_ratio,acceptance_rate,total_accepts,V_mix,T,K,d,elapsed_time
SP-UCB-OLP,0.0,0.7,1,2032.3227307383547,1271.377612156378,0.6151655779281769,0.3622,1811,0.6607400685789465,5000,3,2,2.2293589115142822
SP-UCB-OLP,0.01,0.7,1,3209.593753004333,94.10658989039985,0.9715147924681502,0.3594,1797,0.6607400685789465,5000,3,2,5.684903144836426
SP-UCB-OLP,0.1,0.7,1,3153.0101987000626,150.6901441946702,0.9543874660064859,0.3474,1737,0.6607400685789465,5000,3,2,6.395214796066284
SP-UCB-OLP,1.0,0.7,1,3032.1009942534206,271.5993486413122,0.9177893511966239,0.361,1805,0.6607400685789465,5000,3,2,6.080546855926514
Random,,0.7,1,2014.123472240178,1289.5768706545548,0.6096568281599609,0.2338,1169,0.6607400685789465,5000,3,2,0.023009777069091797
Oracle,,0.7,1,3303.585312000145,0.11503089458756222,0.9999651811960383,0.3698,1849,0.6607400685789465,5000,3,2,0.0376439094543457
SP-UCB-OLP,0.0,0.7,2,2513.4035302228067,781.4203589748035,0.7628339525105534,0.36,1800,0.658964777839522,5000,3,2,4.020252227783203
SP-UCB-OLP,0.01,0.7,2,3209.1410544216733,85.68283477593695,0.9739947148444394,0.3596,1798,0.658964777839522,5000,3,2,5.817516088485718
SP-UCB-OLP,0.1,0.7,2,3134.4890734400346,160.3348157575756,0.9513373639534276,0.3496,1748,0.658964777839522,5000,3,2,6.414928913116455
SP-UCB-OLP,1.0,0.7,2,3051.87729689488,242.9465923027301,0.9262641644977586,0.3622,1811,0.658964777839522,5000,3,2,5.9317309856414795
Random,,0.7,2,1999.0184461428375,1295.8054430547727,0.6067148088542175,0.2338,1169,0.658964777839522,5000,3,2,0.0204770565032959
Oracle,,0.7,2,3293.0923314624465,1.731557735163733,0.9994744612175356,0.3668,1834,0.658964777839522,5000,3,2,0.03803110122680664
SP-UCB-OLP,0.0,0.7,3,3207.9610690342565,83.85555998813606,0.9745260537148938,0.3612,1806,0.6583633258044785,5000,3,2,2.143249034881592
SP-UCB-OLP,0.01,0.7,3,3205.6183084057197,86.19832061667285,0.9738143613903937,0.3614,1807,0.6583633258044785,5000,3,2,4.659681081771851
SP-UCB-OLP,0.1,0.7,3,3142.6681932631277,149.14843575926488,0.9546911469963747,0.348,1740,0.6583633258044785,5000,3,2,6.472303867340088
SP-UCB-OLP,1.0,0.7,3,3025.9821284049644,265.83450061742815,0.9192438308155774,0.3674,1837,0.6583633258044785,5000,3,2,6.03832221031189
Random,,0.7,3,2008.7435762656708,1283.0730527567218,0.6102234123722224,0.2338,1169,0.6583633258044785,5000,3,2,0.021293163299560547
Oracle,,0.7,3,3290.347290203892,1.469338818500546,0.9995536389221847,0.3694,1847,0.6583633258044785,5000,3,2,0.0384211540222168
SP-UCB-OLP,0.0,0.7,4,3221.3908457838984,75.78766255765322,0.9770143890099012,0.3624,1812,0.6594357016683103,5000,3,2,2.712002992630005
SP-UCB-OLP,0.01,0.7,4,3220.169906941551,77.00860140000077,0.9766440909386082,0.3622,1811,0.6594357016683103,5000,3,2,5.250051021575928
SP-UCB-OLP,0.1,0.7,4,3157.434093571911,139.74441476964057,0.9576169702622711,0.3512,1756,0.6594357016683103,5000,3,2,6.824311017990112
SP-UCB-OLP,1.0,0.7,4,3026.8480296614875,270.33047868006406,0.9180115732296102,0.3626,1813,0.6594357016683103,5000,3,2,5.935212135314941
Random,,0.7,4,2012.248173196858,1284.9303351446936,0.6102939735006944,0.2338,1169,0.6594357016683103,5000,3,2,0.02108287811279297
