algorithm,alpha,rho,seed,total_reward,regret,competitive_ratio,acceptance_rate,total_accepts,V_mix,T,K,d,elapsed_time
Oracle,,0.7,4,3296.0092761032697,1.169232238281893,0.9996453840047411,0.367,1835,0.6594357016683103,5000,3,2,0.03809928894042969
SP-UCB-OLP,0.0,0.7,5,3216.5466891915153,84.36874684270924,0.9744408033233135,0.3568,1784,0.6601830872068449,5000,3,2,2.6210219860076904
SP-UCB-OLP,0.01,0.7,5,3216.676338749656,84.23909728456829,0.9744800801726158,0.3588,1794,0.6601830872068449,5000,3,2,6.877472639083862
SP-UCB-OLP,0.1,0.7,5,3152.5074569932317,148.4079790409928,0.9550403571624686,0.3482,1741,0.6601830872068449,5000,3,2,6.389973163604736
SP-UCB-OLP,1.0,0.7,5,3028.071865718037,272.84357031618765,0.9173430596440888,0.36,1800,0.6601830872068449,5000,3,2,5.9905009269714355
Random,,0.7,5,2016.988816306358,1283.9266197278664,0.6110392269635366,0.2338,1169,0.6601830872068449,5000,3,2,0.021625280380249023
Oracle,,0.7,5,3298.4434691980223,2.4719668362022276,0.9992511268815865,0.3674,1837,0.6601830872068449,5000,3,2,0.038877010345458984
SP-UCB-OLP,0.0,0.7,6,2043.7948066933216,1253.6027371515563,0.6198205644049177,0.3604,1802,0.6594795087689755,5000,3,2,2.49625301361084
SP-UCB-OLP,0.01,0.7,6,3213.823691304163,83.57385254071505,0.9746546021735477,0.36,1800,0.6594795087689755,5000,3,2,5.401633024215698
SP-UCB-OLP,0.1,0.7,6,3154.9123985804476,142.48514526443023,0.9567886057504951,0.3526,1763,0.6594795087689755,5000,3,2,6.431090831756592
SP-UCB-OLP,1.0,0.7,6,3042.666105467244,254.73143837763382,0.9227477321158527,0.3678,1839,0.6594795087689755,5000,3,2,5.806420803070068
Random,,0.7,6,2005.762808749134,1291.634735095744,0.6082866206087927,0.2338,1169,0.6594795087689755,5000,3,2,0.02095198631286621
Oracle,,0.7,6,3295.681673623487,1.7158702213910146,0.9994796289502326,0.3694,1847,0.6594795087689755,5000,3,2,0.03809094429016113
SP-UCB-OLP,0.0,0.7,7,3211.5496800856304,80.86423206741028,0.975439226590277,0.359,1795,0.6584827824306081,5000,3,2,2.5760509967803955
SP-UCB-OLP,0.01,0.7,7,3207.5646770934923,84.84923505954839,0.9742288675350476,0.3572,1786,0.6584827824306081,5000,3,2,4.477276802062988
SP-UCB-OLP,0.1,0.7,7,3127.0383923983286,165.37551975471206,0.9497707383800458,0.3526,1763,0.6584827824306081,5000,3,2,6.565306901931763
SP-UCB-OLP,1.0,0.7,7,3040.622424145199,251.7914880078415,0.9235237443632398,0.3604,1802,0.6584827824306081,5000,3,2,6.199907064437866
Random,,0.7,7,2010.2833377738955,1282.1305743791452,0.6105803800529112,0.2338,1169,0.6584827824306081,5000,3,2,0.021514892578125
Oracle,,0.7,7,3291.391699526461,1.022212626579858,0.9996895248732832,0.3646,1823,0.6584827824306081,5000,3,2,0.03929424285888672
SP-UCB-OLP,0.0,0.7,8,2647.116792180138,653.5285306604246,0.8019997707302908,0.36,1800,0.6601290645681125,5000,3,2,4.6566689014434814
SP-UCB-OLP,0.01,0.7,8,3194.3932962083704,106.25202663219216,0.9678087112550613,0.3614,1807,0.6601290645681125,5000,3,2,4.947843074798584
SP-UCB-OLP,0.1,0.7,8,3146.0426622684654,154.6026605720972,0.9531598686165271,0.3498,1749,0.6601290645681125,5000,3,2,6.374459266662598
SP-UCB-OLP,1.0,0.7,8,3067.716202695687,232.92912014487547,0.9294292184219252,0.3574,1787,0.6601290645681125,5000,3,2,6.017269134521484
Random,,0.7,8,2009.3197739605869,1291.3255488799757,0.6087657344023106,0.2338,1169,0.6601290645681125,5000,3,2,0.021496057510375977
Oracle,,0.7,8,3298.4207730313956,2.2245498091670015,0.9993260257944794,0.3662,1831,0.6601290645681125,5000,3,2,0.03941917419433594
SP-UCB-OLP,0.0,0.7,9,3218.4296315969614,82.23468771674925,0.975085413189231,0.3606,1803,0.6601328638627422,5000,3,2,2.24902081489563
SP-UCB-OLP,0.01,0.7,9,3211.4429436114706,89.22137570224004,0.9729686611328014,0.36,1800,0.6601328638627422,5000,3,2,5.321038722991943
SP-UCB-OLP,0.1,0.7,9,3162.9471804702753,137.71713884343535,0.9582759331091051,0.3526,1763,0.6601328638627422,5000,3,2,6.632447004318237
SP-UCB-OLP,1.0,0.7,9,3065.8068615630714,234.85745775063924,0.9288453974624502,0.3644,1822,0.6601328638627422,5000,3,2,5.868592977523804
Random,,0.7,9,2026.3138230905652,1274.3504962231455,0.6139109061268871,0.2338,1169,0.6601328638627422,5000,3,2,0.02172684669494629
Oracle,,0.7,9,3298.419157889134,2.2451614245765086,0.9993197849864832,0.3674,1837,0.6601328638627422,5000,3,2,0.039988040924072266
SP-UCB-OLP,0.0,0.7,10,3210.7077858755497,80.74216735811069,0.9754691189277278,0.3572,1786,0.6582899906467321,5000,3,2,2.104398727416992
SP-UCB-OLP,0.01,0.7,10,3206.307709388272,85.1422438453883,0.9741322988181118,0.357,1785,0.6582899906467321,5000,3,2,5.673386096954346
SP-UCB-OLP,0.1,0.7,10,3142.35679726933,149.09315596433044,0.9547028944438742,0.348,1740,0.6582899906467321,5000,3,2,6.619613885879517
SP-UCB-OLP,1.0,0.7,10,3017.576458577703,273.87349465595753,0.9167924475391483,0.3614,1807,0.6582899906467321,5000,3,2,5.985290050506592
Random,,0.7,10,2025.917977392345,1265.5319758413154,0.6155092759049844,0.2338,1169,0.6582899906467321,5000,3,2,0.02118396759033203
Oracle,,0.7,10,3291.0806035574115,0.36934967624893034,0.9998877851155276,0.3632,1816,0.6582899906467321,5000,3,2,0.038880109786987305
SP-UCB-OLP,0.0,0.7,11,3218.752347916445,83.4113892707137,0.9747403836062457,0.362,1810,0.6604327474374317,5000,3,2,2.6970760822296143
SP-UCB-OLP,0.01,0.7,11,3204.675293812326,97.48844337483297,0.9704774047764587,0.3638,1819,0.6604327474374317,5000,3,2,4.212635040283203
SP-UCB-OLP,0.1,0.7,11,3152.751630891722,149.41210629543684,0.954753271434472,0.3536,1768,0.6604327474374317,5000,3,2,6.37112283706665
SP-UCB-OLP,1.0,0.7,11,3021.56952350433,280.5942136828289,0.9150271652120303,0.3622,1811,0.6604327474374317,5000,3,2,6.0089240074157715
Random,,0.7,11,2019.4073864365403,1282.7563507506186,0.6115406585370315,0.2338,1169,0.6604327474374317,5000,3,2,0.02136516571044922
Oracle,,0.7,11,3302.002415238837,0.16132194832198365,0.9999511465932155,0.3694,1847,0.6604327474374317,5000,3,2,0.03850913047790527
SP-UCB-OLP,0.0,0.7,12,2818.2947479820828,477.5363434421565,0.8551089754918851,0.3662,1831,0.6591662182848479,5000,3,2,5.872162103652954
SP-UCB-OLP,0.01,0.7,12,3232.7154266952034,63.11566472903587,0.980849848497011,0.3646,1823,0.6591662182848479,5000,3,2,4.873162031173706
SP-UCB-OLP,0.1,0.7,12,3107.345465630886,188.4856257933534,0.9428108963824653,0.3494,1747,0.6591662182848479,5000,3,2,6.5153748989105225
SP-UCB-OLP,1.0,0.7,12,3047.270010430851,248.56108099338826,0.9245831858191565,0.3644,1822,0.6591662182848479,5000,3,2,5.842851161956787
Random,,0.7,12,2013.3411203673716,1282.4899710568677,0.6108750917503297,0.2338,1169,0.6591662182848479,5000,3,2,0.021380186080932617
Oracle,,0.7,12,3295.395364827292,0.4357265969474611,0.9998677946214898,0.364,1820,0.6591662182848479,5000,3,2,0.03914308547973633
SP-UCB-OLP,0.0,0.7,13,2054.361190406063,1244.9464284142555,0.6226643368103423,0.3592,1796,0.6598615237640637,5000,3,2,2.6682639122009277
SP-UCB-OLP,0.01,0.7,13,3231.696019105776,67.61159971454254,0.9795073368336847,0.3616,1808,0.6598615237640637,5000,3,2,5.006589889526367
SP-UCB-OLP,0.1,0.7,13,3154.017066090024,145.29055273029462,0.9559633203337845,0.3518,1759,0.6598615237640637,5000,3,2,6.551337957382202
SP-UCB-OLP,1.0,0.7,13,3020.7369805541616,278.57063826615695,0.9155669399612513,0.366,1830,0.6598615237640637,5000,3,2,6.038326025009155
Random,,0.7,13,2020.090016113891,1279.2176027064277,0.6122769530766526,0.2338,1169,0.6598615237640637,5000,3,2,0.020812034606933594
Oracle,,0.7,13,3297.8431371561705,1.4644816641480247,0.9995561245469219,0.3654,1827,0.6598615237640637,5000,3,2,0.03760218620300293
SP-UCB-OLP,0.0,0.7,14,2112.7331042609876,1187.0860337622448,0.6402572431671596,0.3626,1813,0.6599638276046464,5000,3,2,4.218932867050171
SP-UCB-OLP,0.01,0.7,14,3230.0609356182163,69.75820240501616,0.9788599921731452,0.3688,1844,0.6599638276046464,5000,3,2,4.522197961807251
SP-UCB-OLP,0.1,0.7,14,3128.1684063083526,171.65073171487984,0.9479817758079591,0.3514,1757,0.6599638276046464,5000,3,2,6.641302108764648
SP-UCB-OLP,1.0,0.7,14,3048.063551523783,251.75558649944924,0.923706246927744,0.3662,1831,0.6599638276046464,5000,3,2,5.882109880447388
Random,,0.7,14,2006.5127144292305,1293.306423594002,0.6080674820351635,0.2338,1169,0.6599638276046464,5000,3,2,0.021069049835205078
Oracle,,0.7,14,3298.50181554024,1.3173224829924948,0.9996007894893956,0.371,1855,0.6599638276046464,5000,3,2,0.03844928741455078
SP-UCB-OLP,0.0,0.7,15,3215.601536682752,85.2807750541997,0.974164248525018,0.3602,1801,0.6601764623473904,5000,3,2,2.6606178283691406
SP-UCB-OLP,0.01,0.7,15,3212.822369456172,88.05994228077952,0.9733223017471224,0.3608,1804,0.6601764623473904,5000,3,2,5.160068035125732
SP-UCB-OLP,0.1,0.7,15,3143.968144893407,156.91416684354454,0.952462962315983,0.351,1755,0.6601764623473904,5000,3,2,6.248814821243286
SP-UCB-OLP,1.0,0.7,15,3040.79901795883,260.0832937781215,0.9212079470833168,0.3608,1804,0.6601764623473904,5000,3,2,5.835825204849243
Random,,0.7,15,2015.6046041772813,1285.2777075596703,0.6106260126301363,0.2338,1169,0.6601764623473904,5000,3,2,0.02122974395751953
Oracle,,0.7,15,3299.5699097193756,1.3124020175760052,0.9996024087217804,0.3702,1851,0.6601764623473904,5000,3,2,0.03931283950805664
SP-UCB-OLP,0.0,0.7,16,3213.762604316974,88.34247993787494,0.973246617632155,0.3588,1794,0.6604210168509698,5000,3,2,2.1053619384765625
SP-UCB-OLP,0.01,0.7,16,3214.1988003919014,87.90628386294748,0.9733787139960798,0.3602,1801,0.6604210168509698,5000,3,2,5.6572229862213135
SP-UCB-OLP,0.1,0.7,16,3162.617195860698,139.487888394151,0.9577578893357273,0.3506,1753,0.6604210168509698,5000,3,2,6.808725118637085
SP-UCB-OLP,1.0,0.7,16,3034.102289073542,268.00279518130674,0.9188388048402208,0.3616,1808,0.6604210168509698,5000,3,2,5.964146852493286
Random,,0.7,16,2006.6480857267957,1295.4569985280532,0.6076875309919505,0.2338,1169,0.6604210168509698,5000,3,2,0.02139115333557129
Oracle,,0.7,16,3300.5379322412446,1.5671520136043,0.9995254081945857,0.3664,1832,0.6604210168509698,5000,3,2,0.03895711898803711
SP-UCB-OLP,0.0,0.7,17,3220.079321117765,82.7437395519978,0.9749475712043688,0.3584,1792,0.6605646121339526,5000,3,2,2.9975953102111816
SP-UCB-OLP,0.01,0.7,17,3215.8032013293987,87.01985934036429,0.9736528848981943,0.3586,1793,0.6605646121339526,5000,3,2,5.185544013977051
SP-UCB-OLP,0.1,0.7,17,3113.1337977257676,189.68926294399535,0.9425675370858259,0.3526,1763,0.6605646121339526,5000,3,2,6.601291179656982
SP-UCB-OLP,1.0,0.7,17,3045.9777638486257,256.84529682113725,0.9222346180515486,0.3636,1818,0.6605646121339526,5000,3,2,5.954970836639404
Random,,0.7,17,2017.7015708616466,1285.1214898081164,0.6109021082263144,0.2338,1169,0.6605646121339526,5000,3,2,0.02108597755432129
Oracle,,0.7,17,3300.7530952094085,2.069965460354524,0.9993732738865113,0.3648,1824,0.6605646121339526,5000,3,2,0.039263010025024414
SP-UCB-OLP,0.0,0.7,18,3215.3365398745627,85.64075558067907,0.9740559392218212,0.3604,1802,0.6601954590910484,5000,3,2,2.68710994720459
SP-UCB-OLP,0.01,0.7,18,3208.875672839505,92.10162261573669,0.9720986803688285,0.361,1805,0.6601954590910484,5000,3,2,5.797824144363403
SP-UCB-OLP,0.1,0.7,18,3132.9128710921814,168.06442436306043,0.9490864646071786,0.3468,1734,0.6601954590910484,5000,3,2,6.623321294784546
SP-UCB-OLP,1.0,0.7,18,3029.5249831282345,271.45231232700735,0.9177660771248743,0.3632,1816,0.6601954590910484,5000,3,2,5.841769218444824
Random,,0.7,18,2013.8761762473441,1287.1011192078977,0.6100848312468045,0.2338,1169,0.6601954590910484,5000,3,2,0.02128005027770996
Oracle,,0.7,18,3299.54401474434,1.4332807109017267,0.9995658010999121,0.3678,1839,0.6601954590910484,5000,3,2,0.038971900939941406
SP-UCB-OLP,0.0,0.7,19,2705.0886272241582,594.9054818211557,0.81972528975415,0.3662,1831,0.6599988218090628,5000,3,2,5.400210857391357
SP-UCB-OLP,0.01,0.7,19,3228.2073504385094,71.7867586068046,0.9782463979526398,0.3642,1821,0.6599988218090628,5000,3,2,5.256626129150391
SP-UCB-OLP,0.1,0.7,19,3143.3838876964187,156.61022134889527,0.9525422724484188,0.3516,1758,0.6599988218090628,5000,3,2,6.694324016571045
SP-UCB-OLP,1.0,0.7,19,3068.7253806763524,231.26872836896155,0.9299184420556837,0.3602,1801,0.6599988218090628,5000,3,2,6.300504207611084
Random,,0.7,19,2024.9606140705375,1275.0334949747764,0.6136255239123313,0.2338,1169,0.6599988218090628,5000,3,2,0.02184605598449707
Oracle,,0.7,19,3298.5713013175596,1.422807727754389,0.9995688453734343,0.3666,1833,0.6599988218090628,5000,3,2,0.04022812843322754
SP-UCB-OLP,0.0,0.7,20,3217.775370192758,78.49518895000847,0.9761866668583109,0.3642,1821,0.6592541118285533,5000,3,2,2.9803388118743896
SP-UCB-OLP,0.01,0.7,20,3214.7263302391975,81.54422890356909,0.9752616699871943,0.3638,1819,0.6592541118285533,5000,3,2,6.4653160572052
SP-UCB-OLP,0.1,0.7,20,3148.0884058609063,148.18215328186034,0.955045512610956,0.3536,1768,0.6592541118285533,5000,3,2,6.518998861312866
SP-UCB-OLP,1.0,0.7,20,3011.722971930967,284.5475872117995,0.913675900656104,0.367,1835,0.6592541118285533,5000,3,2,6.018261194229126
Random,,0.7,20,2015.7162707611521,1280.5542883816145,0.6115142050977037,0.2338,1169,0.6592541118285533,5000,3,2,0.02225804328918457
Oracle,,0.7,20,3295.5680714898226,0.7024876529440007,0.9997868841042203,0.3704,1852,0.6592541118285533,5000,3,2,0.040329933166503906
SP-UCB-OLP,0.0,0.7,21,3219.881258567455,82.32052432677847,0.9750710193564767,0.3594,1797,0.6604403565788467,5000,3,2,2.543848991394043
SP-UCB-OLP,0.01,0.7,21,3222.9658059710073,79.23597692322619,0.9760051074608229,0.3618,1809,0.6604403565788467,5000,3,2,4.130553722381592
SP-UCB-OLP,0.1,0.7,21,3141.778069320012,160.42371357422144,0.9514191669312173,0.3558,1779,0.6604403565788467,5000,3,2,6.371862888336182
SP-UCB-OLP,1.0,0.7,21,3033.4839721606777,268.7178107335558,0.9186246545787894,0.3676,1838,0.6604403565788467,5000,3,2,5.960628986358643
Random,,0.7,21,2009.516180273758,1292.6856026204755,0.6085382760930212,0.2338,1169,0.6604403565788467,5000,3,2,0.0207369327545166
Oracle,,0.7,21,3300.940228442435,1.2615544517984745,0.9996179656681389,0.3676,1838,0.6604403565788467,5000,3,2,0.03749394416809082
SP-UCB-OLP,0.0,0.7,22,2524.0731622207954,775.8869908775996,0.7648798910044097,0.3586,1793,0.659992030619679,5000,3,2,3.5240018367767334
SP-UCB-OLP,0.01,0.7,22,3213.1907515508688,86.76940154752629,0.9737059244591009,0.3582,1791,0.659992030619679,5000,3,2,6.204257965087891
SP-UCB-OLP,0.1,0.7,22,3149.334957919976,150.62519517841883,0.9543554503114245,0.353,1765,0.659992030619679,5000,3,2,6.601752758026123
SP-UCB-OLP,1.0,0.7,22,3035.372786070231,264.58736702816395,0.9198210418450847,0.3658,1829,0.659992030619679,5000,3,2,5.956773996353149
Random,,0.7,22,2015.9432788480005,1284.0168742503945,0.6108992791792329,0.2338,1169,0.659992030619679,5000,3,2,0.020822763442993164
Oracle,,0.7,22,3297.273278790184,2.6868743082109177,0.9991857858326901,0.3668,1834,0.659992030619679,5000,3,2,0.03764915466308594
SP-UCB-OLP,0.0,0.7,23,2004.8091139358523,1288.033972338348,0.6088383386055186,0.3558,1779,0.6585686172548401,5000,3,2,3.5757999420166016
SP-UCB-OLP,0.01,0.7,23,3202.0277290684744,90.81535720572583,0.9724203811641441,0.3574,1787,0.6585686172548401,5000,3,2,5.349572658538818
SP-UCB-OLP,0.1,0.7,23,3121.0580201696876,171.78506610451268,0.9478307767471287,0.3494,1747,0.6585686172548401,5000,3,2,6.53786301612854
SP-UCB-OLP,1.0,0.7,23,3013.5555760105417,279.28751026365853,0.9151834742967762,0.36,1800,0.6585686172548401,5000,3,2,5.9851438999176025
Random,,0.7,23,2004.5977764712638,1288.2453098029364,0.6087741577566135,0.2338,1169,0.6585686172548401,5000,3,2,0.02059793472290039
Oracle,,0.7,23,3291.1363511439154,1.7067351302848692,0.9994816834311361,0.3666,1833,0.6585686172548401,5000,3,2,0.0378727912902832
SP-UCB-OLP,0.0,0.7,24,3205.6062287116347,88.11694961783269,0.9732470080674708,0.3596,1798,0.6587446356658935,5000,3,2,2.811927080154419
SP-UCB-OLP,0.01,0.7,24,3199.918417465668,93.8047608637994,0.9715201442911253,0.3602,1801,0.6587446356658935,5000,3,2,5.889396905899048
SP-UCB-OLP,0.1,0.7,24,3125.091171737373,168.6320065920945,0.9488020099255511,0.3506,1753,0.6587446356658935,5000,3,2,6.500415086746216
SP-UCB-OLP,1.0,0.7,24,3021.88288958198,271.8402887474872,0.9174671719420692,0.3646,1823,0.6587446356658935,5000,3,2,5.901893854141235
Random,,0.7,24,2023.910397024672,1269.8127813047954,0.6144749535542852,0.2338,1169,0.6587446356658935,5000,3,2,0.020303010940551758
Oracle,,0.7,24,3291.4513838016546,2.2717945278127445,0.9993102654944533,0.3666,1833,0.6587446356658935,5000,3,2,0.03743314743041992
SP-UCB-OLP,0.0,0.7,25,2028.7934471355259,1268.0426483077038,0.6153758902177917,0.3616,1808,0.6593672190886459,5000,3,2,2.754016160964966
SP-UCB-OLP,0.01,0.7,25,3223.7087922118394,73.12730323139021,0.9778189448567176,0.3626,1813,0.6593672190886459,5000,3,2,5.862364053726196
SP-UCB-OLP,0.1,0.7,25,3112.7722362906084,184.06385915262126,0.9441695450353059,0.3508,1754,0.6593672190886459,5000,3,2,6.636379957199097
SP-UCB-OLP,1.0,0.7,25,3037.057423029097,259.7786724141324,0.9212036434649604,0.369,1845,0.6593672190886459,5000,3,2,5.694185972213745
Random,,0.7,25,2023.8571612542069,1272.9789341890228,0.6138786104809731,0.2338,1169,0.6593672190886459,5000,3,2,0.02066206932067871
Oracle,,0.7,25,3295.577443813396,1.258651629833821,0.9996182243844111,0.3698,1849,0.6593672190886459,5000,3,2,0.037293195724487305
SP-UCB-OLP,0.0,0.7,26,2521.5687747363027,774.5369780681463,0.7650145243643528,0.36,1800,0.6592211505608898,5000,3,2,3.728266954421997
SP-UCB-OLP,0.01,0.7,26,3221.2275370027455,74.87821580170339,0.9772828236054034,0.3646,1823,0.6592211505608898,5000,3,2,5.9800660610198975
SP-UCB-OLP,0.1,0.7,26,3136.2124463972987,159.89330640715025,0.9514902377537168,0.3526,1763,0.6592211505608898,5000,3,2,6.364796161651611
SP-UCB-OLP,1.0,0.7,26,3024.715810650467,271.3899421539818,0.9176634603052183,0.3616,1808,0.6592211505608898,5000,3,2,6.189127206802368
Random,,0.7,26,2017.7625834464425,1278.3431693580064,0.6121656083788135,0.2338,1169,0.6592211505608898,5000,3,2,0.020380020141601562
Oracle,,0.7,26,3294.7731828751703,1.332569929278634,0.9995957138425717,0.3682,1841,0.6592211505608898,5000,3,2,0.03668713569641113
SP-UCB-OLP,0.0,0.7,27,3144.735792345589,152.84077498380884,0.9536505758507406,0.362,1810,0.6595153134658795,5000,3,2,2.9140591621398926
SP-UCB-OLP,0.01,0.7,27,3214.0719651929626,83.5046021364351,0.9746769785533553,0.3606,1803,0.6595153134658795,5000,3,2,5.1499998569488525
SP-UCB-OLP,0.1,0.7,27,3135.315902784847,162.26066454455076,0.9507939660439908,0.3468,1734,0.6595153134658795,5000,3,2,6.265130043029785
SP-UCB-OLP,1.0,0.7,27,3037.4381250954243,260.13844223397336,0.9211122359337205,0.3652,1826,0.6595153134658795,5000,3,2,5.93853497505188
Random,,0.7,27,2008.7400193909818,1288.8365479384158,0.6091564451580866,0.2338,1169,0.6595153134658795,5000,3,2,0.020482778549194336
Oracle,,0.7,27,3296.8735762270844,0.7029911023132627,0.9997868158364303,0.3654,1827,0.6595153134658795,5000,3,2,0.037489891052246094
SP-UCB-OLP,0.0,0.7,28,2586.284331037569,709.0446688970897,0.784833420604999,0.3598,1799,0.6590657999869317,5000,3,2,5.232043027877808
SP-UCB-OLP,0.01,0.7,28,3223.8322856541176,71.4967142805408,0.9783036187640267,0.363,1815,0.6590657999869317,5000,3,2,4.69511604309082
SP-UCB-OLP,0.1,0.7,28,3148.277138239473,147.05186169518538,0.9553756660721582,0.3508,1754,0.6590657999869317,5000,3,2,6.588175058364868
SP-UCB-OLP,1.0,0.7,28,2987.8108070494795,307.5181928851789,0.9066805794227901,0.3662,1831,0.6590657999869317,5000,3,2,5.899140119552612
Random,,0.7,28,2014.2937963875809,1281.0352035470776,0.6112572663996588,0.2338,1169,0.6590657999869317,5000,3,2,0.020350933074951172
Oracle,,0.7,28,3292.9173322482266,2.4116676864318833,0.9992681557178419,0.3668,1834,0.6590657999869317,5000,3,2,0.03674578666687012
SP-UCB-OLP,0.0,0.7,29,2520.8809200263036,783.7306013214761,0.7628372968324479,0.3562,1781,0.6609223042695559,5000,3,2,2.5544021129608154
SP-UCB-OLP,0.01,0.7,29,3239.4922972735453,65.11922407423435,0.9802944389518815,0.3622,1811,0.6609223042695559,5000,3,2,5.719770193099976
SP-UCB-OLP,0.1,0.7,29,3145.559320418775,159.0522009290048,0.9518696222229064,0.3496,1748,0.6609223042695559,5000,3,2,6.319271802902222
SP-UCB-OLP,1.0,0.7,29,3024.6553087575144,279.9562125902653,0.9152831699636254,0.364,1820,0.6609223042695559,5000,3,2,5.692126035690308
Random,,0.7,29,2024.8089617103317,1279.802559637448,0.6127222363748575,0.2338,1169,0.6609223042695559,5000,3,2,0.020498037338256836
Oracle,,0.7,29,3303.058366972271,1.5531543755087114,0.9995300039458571,0.366,1830,0.6609223042695559,5000,3,2,0.037715911865234375
SP-UCB-OLP,0.0,0.7,30,2023.6895608023729,1278.8157073993107,0.6127740598289294,0.36,1800,0.6605010536403367,5000,3,2,3.0643370151519775
SP-UCB-OLP,0.01,0.7,30,3222.2535754633855,80.25169273829806,0.9756997533021355,0.3612,1806,0.6605010536403367,5000,3,2,5.523791790008545
SP-UCB-OLP,0.1,0.7,30,3151.156489775746,151.34877842593733,0.9541715255133109,0.3542,1771,0.6605010536403367,5000,3,2,6.483495235443115
SP-UCB-OLP,1.0,0.7,30,3035.4851922737867,267.02007592789687,0.9191462074265524,0.3584,1792,0.6605010536403367,5000,3,2,5.9145050048828125
Random,,0.7,30,2021.1657672245128,1281.3395009771707,0.6120098540600059,0.2338,1169,0.6605010536403367,5000,3,2,0.020570993423461914
Oracle,,0.7,30,3300.4300138107637,2.075254390919781,0.9993716120876773,0.3698,1849,0.6605010536403367,5000,3,2,0.03696107864379883
SP-UCB-OLP,0.0,0.7,31,3221.8056048696803,81.05096714582305,0.9754603430761866,0.3602,1801,0.6605713144031007,5000,3,2,2.1491482257843018
SP-UCB-OLP,0.01,0.7,31,3222.557023660916,80.29954835458739,0.9756878488048949,0.3596,1798,0.6605713144031007,5000,3,2,5.313628911972046
SP-UCB-OLP,0.1,0.7,31,3163.349018049073,139.50755396643035,0.957761546429702,0.3496,1748,0.6605713144031007,5000,3,2,6.4493701457977295
